step,hv,diffToOptimal,predHV,predDiff
14,0.0,0.9215738826962829,0.0,0.9215738826962829
27,0.532181151141794,0.38939273155448895,0.1647126890255941,0.7568611936706888
67,0.6514017702477068,0.2701721124485761,0.1694542213521946,0.7521196613440884
134,0.7811902253636163,0.14038365733266667,0.16382276534963763,0.7577511173466454
267,0.8333670981351725,0.08820678456111042,0.20852674509777952,0.7130471375985035
667,0.8505719523145512,0.07100193038173175,0.3215567131776739,0.600017169518609
1334,0.8989811403382791,0.022592742358003792,0.8752543674388872,0.04631951525739575
2667,0.8802026604884938,0.041371222207789105,0.8767012549415846,0.04487262775469836
4000,0.8771263529849932,0.044447529711289735,0.8776432053026602,0.043930677393622775
5334,0.897804514760228,0.023769367936054886,0.8941836294501232,0.027390253246159735
6667,0.921172943536006,0.0004009391602769474,0.9075247502516556,0.014049132444627355
8000,0.9212441239665508,0.0003297587297321769,0.9184219788838526,0.0031519038124303567
9334,0.9210878845586165,0.0004859981376664768,0.917874623814836,0.003699258881446954
10667,0.9212686961815062,0.0003051865147767341,0.9177096594009726,0.0038642232953103317
12000,0.8921019851256096,0.029471897570673367,0.8923407234510037,0.02923315924527925
13334,0.9127811992832541,0.008792683413028857,0.9132354811531121,0.008338401543170781
14667,0.9014080563858479,0.020165826310435064,0.9010110471372847,0.020562835558998183
16000,0.921347023351945,0.00022685934433797073,0.9208036969158794,0.0007701857804035539
17334,0.9213148426329111,0.0002590400633718515,0.9210391902490868,0.0005346924471961723
18667,0.9213516851716198,0.0002221975246631258,0.9208877614786428,0.0006861212176401121
20000,0.9212951024376902,0.0002787802585927368,0.920971458383649,0.000602424312633909
21334,0.921068433723018,0.000505448973264877,0.9207940064185519,0.0007798762777310175
22667,0.9213445594267823,0.00022932326950064752,0.9210311003412811,0.0005427823550018251
24000,0.9213069286328157,0.0002669540634672174,0.920966461701311,0.0006074209949719078
25100,0.9182124655318559,0.0033614171644270607,0.9181386087797179,0.0034352739165650625
