step,hv,diffToOptimal,predHV,predDiff
1333,0.9197816610330765,0.0017922216632064725,0.9000115556818347,0.021562327014448268
2666,0.9213578299916289,0.00021605270465407944,0.9177750525060435,0.0037988301902394106
3999,0.9212275866691697,0.00034629602711322427,0.9201692499840434,0.0014046327122395619
5332,0.9214106041330348,0.00016327856324815926,0.9203652378718101,0.0012086448244728043
6665,0.921369771909386,0.0002041107868969716,0.9204794161657781,0.001094466530504823
7998,0.9213878364322153,0.0001860462640675964,0.9205574340820745,0.001016448614208465
9331,0.9130075584838767,0.008566324212406218,0.9129189508878562,0.008654931808426691
10664,0.9209192292314313,0.0006546534648516067,0.9201019256950592,0.0014719570012237115
11997,0.9213212016871959,0.0002526810090870413,0.9206353538569116,0.0009385288393712887
13330,0.9214035411021302,0.0001703415941527453,0.9206064719098556,0.0009674107864273696
14663,0.9213162947556008,0.00025758794068209134,0.9203542266464952,0.0012196560497876874
15996,0.9213447226751221,0.00022916002116080136,0.920194029075098,0.0013798536211849788
17329,0.9212826576924235,0.00029122500385947436,0.9204014422636677,0.0011724404326152182
18662,0.9214002242140028,0.0001736584822801257,0.9203594176216441,0.0012144650746388486
19995,0.9213251774505321,0.0002487052457508243,0.9207160236594276,0.000857859036855313
21328,0.9214135837112725,0.00016029898501046524,0.9204194374281297,0.0011544452681532258
22661,0.9213770215099037,0.00019686118637918248,0.9202257120108587,0.0013481706854242548
23994,0.9214141690684639,0.00015971362781908027,0.9205522049939626,0.0010216777023203116
25327,0.9198944312352264,0.0016794514610565248,0.9195374728289444,0.002036409867338551
26660,0.9213887327981791,0.0001851498981038091,0.920473963558779,0.0010999191375039574
