step,hv,diffToOptimal,predHV,predDiff
14,0.5019575201974726,0.001768553722097943,0.5244875256143695,-0.020761451694798927
27,0.5023525862788835,0.001373487640687121,0.4878945260765177,0.015831547843052907
67,0.5028697134168228,0.0008563605027477328,0.49423420213537567,0.009491871784194916
134,0.5026653944306717,0.0010606794888988746,0.4966092997696971,0.007116774149873495
267,0.5029390393522212,0.0007870345673494095,0.5076630630083745,-0.0039369890888039105
667,0.5001017210434316,0.0036243528761389365,0.5053234943112261,-0.0015974203916555574
1334,0.5026248394647448,0.0011012344548257946,0.5011843360907894,0.0025417378287811987
2667,0.5032820895573465,0.0004439843622240369,0.5030203838417598,0.0007056900778107389
4000,0.5031951505318377,0.0005309233877328623,0.503662939313978,6.313460559259632e-05
5334,0.503379237668911,0.0003468362506595657,0.5035407585053383,0.00018531541423227882
6667,0.50330426098013,0.00042181293944054676,0.5036367517825219,8.93221370487085e-05
8000,0.5033153730139931,0.00041070090557748795,0.5037182072151585,7.86670441210724e-06
9334,0.5032043649650915,0.0005217089544791165,0.5037129093918797,1.3164527690845418e-05
10667,0.5028933394114151,0.0008327345081554638,0.5035812177333451,0.000144856186225506
12000,0.5024649787621825,0.001261095157388037,0.503776378893844,-5.0304974273385206e-05
13334,0.5033405651218451,0.00038550879772547564,0.5037281277847342,-2.053865163609281e-06
14667,0.5033866224681489,0.00033945145142166844,0.503688559107049,3.75148125215663e-05
16000,0.5031460739615307,0.0005799999580399229,0.5036002505187548,0.00012582340081579435
17334,0.5033968308603008,0.00032924305926973485,0.5035506647179929,0.0001754092015776587
18667,0.5032681686255308,0.0004579052940397732,0.5036892098416142,3.6864077956333396e-05
20000,0.503297652264548,0.00042842165502254836,0.5036951176801895,3.095623938109693e-05
21334,0.5033538315871426,0.00037224233242794114,0.5036962012860493,2.9872633521277336e-05
22667,0.5033434468087921,0.00038262711077852174,0.5037318512868165,-5.777367245940468e-06
24000,0.5031984363786305,0.0005276375409400957,0.5037330309084196,-6.956988849005086e-06
25334,0.5032697432220479,0.00045633069752271105,0.5036446418030534,8.14321165172327e-05
26667,0.5033400303369169,0.00038604358265370564,0.5036867028140016,3.9371105568952736e-05
26700,0.5030807234269007,0.0006453504926698939,0.5038268378901428,-0.0001007639705722374
