step,igd
14,0.5000677125704938
27,0.3774526612476788
67,0.14003021110783512
134,0.14591779245970174
267,0.1378805796403026
667,0.7700760762152137
1334,0.6190955898268021
2667,0.5008004489275162
4000,2.8776671937858196
5334,0.5033337549852591
6667,3.509590387660132
8000,4.424536520400591
9334,3.0840854736783943
10667,2.0113367421296813
12000,4.9693456986921065
13334,1.333654966827437
14667,0.500144892877939
16000,0.5057659018504406
17334,0.5008149161450872
18667,2.906072631426302
20000,0.5000873165272318
21334,3.1931491635465195
22667,0.6755834850713711
24000,4.112091078858242
25334,3.8705003769285957
26667,3.763591110089503
26700,4.027737294450257
