step,hv,diffToOptimal,predHV,predDiff
14,0.0,0.5037260739195706,0.0,0.5037260739195706
27,0.3994001187604546,0.10432595515911597,0.38770940798978754,0.11601666592978305
67,0.5019461997775854,0.001779874141985216,0.4409522134508909,0.06277386046867967
134,0.5013944136570648,0.0023316602625057525,0.4642998602668229,0.03942621365274768
267,0.5024892268874204,0.0012368470321502123,0.4719528498725148,0.03177322404705579
667,0.5002131265962922,0.003512947323278337,0.49366053146186806,0.010065542457702525
1334,0.5030910490109667,0.0006350249086038984,0.49951563163354656,0.004210442286024019
2667,0.5019607859708788,0.001765287948691796,0.5000979573371084,0.003628116582462204
4000,0.5017587334625299,0.0019673404570407227,0.49989851993536394,0.003827553984206644
5334,0.502234800241018,0.0014912736785526182,0.4999325370735271,0.0037935368460434993
6667,0.5021339352357196,0.0015921386838509966,0.5016757487012101,0.0020503252183604603
8000,0.501957819483837,0.001768254435733585,0.49973108222541435,0.003994991694156236
9334,0.5012952334901558,0.002430840429414771,0.5002221608106201,0.003503913108950485
10667,0.5019581581401195,0.0017679157794511235,0.5007783629719953,0.0029477109475752883
12000,0.5012858141652661,0.002440259754304508,0.4995664500286798,0.004159623890890807
13334,0.5035826982698488,0.00014337564972177752,0.5037652274039147,-3.915348434413435e-05
14667,0.5019242995276841,0.001801774391886446,0.5010968083958529,0.002629265523717672
16000,0.5019582005771613,0.001767873342409243,0.5015871252127804,0.0021389487067902113
17334,0.5019401892080966,0.0017858847114740062,0.5011029939332032,0.0026230799863673493
18667,0.5019579341470248,0.0017681397725457515,0.501061146343268,0.002664927576302545
20000,0.4954768510785881,0.008249222840982506,0.5022347314569126,0.0014913424626580296
21334,0.5034076749345029,0.0003183989850676916,0.5036977188338899,2.8355085680664693e-05
22667,0.5019572252194093,0.0017688487001612518,0.5008546704806177,0.0028714034389528686
24000,0.5012543920382616,0.0024716818813089736,0.5007505500858266,0.002975523833743998
25334,0.5035404995572308,0.00018557436233979097,0.5035325240580495,0.00019354986152109177
26667,0.5019485012274786,0.0017775726920919999,0.5012025149447387,0.0025235589748319187
26700,0.5015440154699472,0.002182058449623381,0.5011012306285174,0.0026248432910531694
