step,igd
1333,0.10954389775232208
2666,0.26748183818285654
3999,0.10622710535440544
5332,0.07959683550130879
6665,0.17470474446261508
7998,0.08598221578960166
9331,0.4127391607419911
10664,0.1144067905485469
11997,0.11482808535155764
13330,0.08304434801352528
14663,0.11392474401588581
15996,0.35079181261095804
17329,0.16008887440694156
18662,1.2042172881164666
19995,0.6272152383426131
21328,0.5349123909685954
22661,0.5293234465823967
23994,0.5388873484489068
25327,0.502374128535806
26660,0.5275977499706075
