xC1,yC1,xC2,yC2,xD1,yD1,xD2,yD2,xD3,yD3,xD4,yD4,LConv,LDiff,energyEfficiency,totalLength,relE
0.33971475122362776,0.7059282487249207,0.7313034936709244,0.24832360014416202,0.21578790333810993,0.17741351980578451,0.5107264145485715,0.2562345165500759,0.6119128447119118,0.21844483982602367,0.9685691055917846,0.8618533387710299,0.010054150009038337,0.01477295627031579,0.08252114198666666,0.024827106279354128,0.6852483077337167
0.10112805287240646,0.8587182500096349,0.6825038963575116,0.04804761890039152,0.18628083844051552,0.16829081179468344,0.38295653773003285,0.24123829060582933,0.45229940262553725,0.18297361032796114,0.768794347478243,0.4552047597915213,0.010367337278288069,0.014828977221982426,0.08321442497666666,0.025196314500270496,0.6910052687286922
0.11975911309757178,0.8898793112880606,0.509319851041833,0.2501922826269633,0.25850111490772015,0.16829081179468344,0.3525181417910718,0.1595259979813908,0.623275568307432,0.18297361032796114,0.7491250712753061,0.45520952206063725,0.0100036125660087,0.01526524512210215,0.08351711338333334,0.025268857688110852,0.69351876664505
0.11984572865808403,0.8898793112880606,0.7008576119156753,0.2501922826269633,0.25505098500668727,0.16829081179468344,0.3886715262847498,0.31482600563996066,0.6231839152073677,0.18297361032796114,0.7491250712753061,0.45528556549394317,0.010151974584622483,0.01526524512210215,0.08422498813333334,0.025417219706724635,0.6993968963321465
0.10133127630957414,0.858636116331574,0.509319851041833,0.2501922826269633,0.25850111490772015,0.16829081179468344,0.3525181417910718,0.06965127903604096,0.5223788808339019,0.1751481518081212,0.736867854538821,0.4552047597915213,0.01028311485514206,0.01526524512210215,0.08695174099333332,0.02554835997724421,0.7220396123433349
0.12174779853539287,0.8898793112880606,0.509319851041833,0.2501922826269633,0.25850111490772015,0.16829081179468344,0.3525181417910718,0.06965127903604096,0.5223788808339019,0.1751481518081212,0.7491250712753061,0.4552047597915213,0.01028311485514206,0.01526524512210215,0.08697873431333335,0.02554835997724421,0.7222637624993413
0.1004682190806065,0.8617953275483582,0.6570055029490078,0.2432266154531561,0.19663397048988995,0.24201316780204507,0.4268047798667415,0.10167406783661062,0.6306220219373252,0.23911298841952106,0.7093870643183966,0.2378282111972452,0.010045713762284731,0.018280958544210277,0.08767097507,0.028326672306495007,0.7280120688803506
0.11026808250127669,0.8587221884343074,0.6828298170511009,0.24973634096029715,0.21198380958014212,0.1769144625706432,0.3670350852804655,0.09516461975153254,0.6192394622180617,0.13180389080582774,0.737359727202375,0.3734672030271381,0.010067092858659601,0.01957782578987069,0.09077261896,0.02964491864853029,0.7537678470439457
0.30649189437217245,0.7113974014606704,0.7460728454375777,0.023530374331230054,0.16602283894106307,0.06963504494058002,0.41517405791931805,0.08548950116503773,0.620715713460647,0.4632785472785868,0.743815203338255,0.2063718372827088,0.010178588299950858,0.020197732887899725,0.09371777516333334,0.030376321187850584,0.7782241652159811
0.30649189437217245,0.7113974014606704,0.7460728454375777,0.023530374331230054,0.16602283894106307,0.06963504494058002,0.41517405791931805,0.08548950116503773,0.620715713460647,0.4632785472785868,0.743815203338255,0.2063718372827088,0.010178588299950858,0.020197732887899725,0.09371777516333334,0.030376321187850584,0.7782241652159811
0.30649189437217245,0.7113974014606704,0.7460728454375777,0.023530374331230054,0.16602283894106307,0.06963504494058002,0.4198538935059392,0.08705940361239321,0.620715713460647,0.4632785472785868,0.743815203338255,0.20815226678219972,0.010243916846121168,0.020197732887899725,0.09442938711,0.030441649734020894,0.7841333282556203
0.04755665811362646,0.9213148823490857,0.5088041204957425,0.3222140193024498,0.12721650947653274,0.10441350725615924,0.2514759325998439,0.0764457789922225,0.49854747725730975,0.09305037758811308,0.7709305414593328,0.20606489775067652,0.01027121835249973,0.02362910995559518,0.09480657601666666,0.03390032830809491,0.7872654717738355
0.04755665811362646,0.9213148823490857,0.5088041204957425,0.3222140193024498,0.12721650947653274,0.10441350725615924,0.2514759325998439,0.0764457789922225,0.49854747725730975,0.09305037758811308,0.7709305414593328,0.20606489775067652,0.01027121835249973,0.02362910995559518,0.09480657601666666,0.03390032830809491,0.7872654717738355
0.04755665811362646,0.9213148823490857,0.5088041204957425,0.3222140193024498,0.12721650947653274,0.10441350725615924,0.2514759325998439,0.0764457789922225,0.49854747725730975,0.09305037758811308,0.7709305414593328,0.20606489775067652,0.01027121835249973,0.02362910995559518,0.09480657601666666,0.03390032830809491,0.7872654717738355
0.04755665811362646,0.9213148823490857,0.5088041204957425,0.3222140193024498,0.12721650947653274,0.10441350725615924,0.2514759325998439,0.0764457789922225,0.49854747725730975,0.09305037758811308,0.7709305414593328,0.20606489775067652,0.01027121835249973,0.02362910995559518,0.09480657601666666,0.03390032830809491,0.7872654717738355
0.04755665811362646,1.006500500923915,0.5088041204957425,0.47697929945960843,0.12721650947653274,0.10441350725615924,0.2514759325998439,0.0764457789922225,0.5276899301456607,0.09305037758811308,0.7709305414593328,0.20606489775067652,0.01027121835249973,0.02362910995559518,0.09503031713666667,0.03390032830809491,0.7891233983628207
0.04755665811362646,1.006500500923915,0.5088041204957425,0.47697929945960843,0.12721650947653274,0.10441350725615924,0.2514759325998439,0.0764457789922225,0.5276899301456607,0.09305037758811308,0.7709305414593328,0.20606489775067652,0.01027121835249973,0.02362910995559518,0.09503031713666667,0.03390032830809491,0.7891233983628207
0.04755665811362646,1.006500500923915,0.5088041204957425,0.47697929945960843,0.12721650947653274,0.10441350725615924,0.2514759325998439,0.0764457789922225,0.5276899301456607,0.09305037758811308,0.7709305414593328,0.20606489775067652,0.01027121835249973,0.02362910995559518,0.09503031713666667,0.03390032830809491,0.7891233983628207
0.21411379544035533,0.8981883348402568,0.7514681232466168,0.07127636675368629,0.12111989775369764,0.0699696315102091,0.4932868185748142,0.13802241790753236,0.5497612114279425,0.1382889532637293,0.7008647389179146,0.15736372006266158,0.011296445574804309,0.024788647668623154,0.09623109758,0.036085093243427464,0.7990945735907018
0.34134142039580506,0.5591070743586289,0.7489121107970259,0.014433104743387123,0.11202243905995558,0.06802259468395017,0.2892089736155481,0.061942618855024084,0.687236705967346,0.15649862980876464,0.7430100444203115,0.23079642316607943,0.010998691650251455,0.02587353997107375,0.09957981945666666,0.036872231621325205,0.8269020656322864
0.10760047700266866,0.8587221884343074,0.7230856566342478,0.3077854119153235,0.18695191248082527,0.07307135309648062,0.3818345285389922,0.09516461975153254,0.6220353839269928,0.1588079259180852,0.7695959800369689,0.3734672030271381,0.010070436537264287,0.02830774944071431,0.10074452819000002,0.038378185977978596,0.8365737045517807
0.3446504694095987,0.46301728878478926,0.9406828617708786,0.008592515497035172,0.11211182550766145,0.037969384629162495,0.4489431707458551,0.13941921856247955,0.620715713460647,0.22864718823063646,0.7426900218703445,0.2116454944288102,0.011054481400075438,0.03043129214532838,0.10285019171333333,0.041485773545403816,0.8540589493179512
0.10053444644956343,0.8588302090541372,0.6915631100971251,0.36115550598723606,0.1890102695821228,0.106575780061923,0.38808706824610706,0.11286849624794261,0.6300750461016893,0.17847849742210867,0.768794347478243,0.3327878000744058,0.010026601095660162,0.040249361902520986,0.10400447058666666,0.05027596299818115,0.8636439795970068
0.17177717764327033,0.7001306097133293,0.8651036534324028,0.008005747614581664,0.1634321117699477,0.1118363482666539,0.3639140037133847,0.10300690428530973,0.41391237847413026,0.08367344981573983,0.7303778837436714,0.22176673928805785,0.011196954417094476,0.04465542329871198,0.10497219435999999,0.05585237771580645,0.8716798727277332
0.17177717764327033,0.7001306097133293,0.8651036534324028,0.008005747614581664,0.1634321117699477,0.1118363482666539,0.3639140037133847,0.10300690428530973,0.41391237847413026,0.08367344981573983,0.7303778837436714,0.22176673928805785,0.011196954417094476,0.04465542329871198,0.10497219435999999,0.05585237771580645,0.8716798727277332
0.17177717764327033,0.7001306097133293,0.8651036534324028,0.008005747614581664,0.1634321117699477,0.1118363482666539,0.3639140037133847,0.10300690428530973,0.41391237847413026,0.08367344981573983,0.7303778837436714,0.22176673928805785,0.011196954417094476,0.04465542329871198,0.10497219435999999,0.05585237771580645,0.8716798727277332
0.17177717764327033,0.7001306097133293,0.8651036534324028,0.008005747614581664,0.1634321117699477,0.1118363482666539,0.3639140037133847,0.10300690428530973,0.41391237847413026,0.08367344981573983,0.7303778837436714,0.22176673928805785,0.011196954417094476,0.04465542329871198,0.10497219435999999,0.05585237771580645,0.8716798727277332
0.1003311866938557,0.9430862066883232,0.7311888765292428,0.3603975188721672,0.21172334798410833,0.12080612399674574,0.41558252444909505,0.1923866494795889,0.6244430089765701,0.21378274297314456,0.7364388370914626,0.39562048967782826,0.010294358609322141,0.04603639104322568,0.10535628328666667,0.05633074965254782,0.8748693134053734
