step,hv,diffToOptimal,predHV,predDiff
14,0.5377250249422385,0.3672601410346973,1.0,-0.09501483402306421
27,0.7646315238715027,0.1403536421054331,1.0,-0.09501483402306421
67,0.7699206878815901,0.13506447809534572,0.8634156559891024,0.041569509987833375
134,0.8187182957397656,0.08626687023717017,0.9404064820503371,-0.035421316073401266
267,0.8081924566115304,0.0967927093654054,0.9705839117406628,-0.06559874576372704
667,0.8636158207510326,0.04136934522590319,0.8777741639345815,0.02721100204235427
1334,0.890635334966467,0.014349831010468828,0.8972335069179057,0.0077516590590300805
2667,0.9035245560722084,0.0014606099047274057,0.9080971118294855,-0.0031119458525497024
4000,0.9044209612530032,0.0005642047239325931,0.9074261018536756,-0.0024409358767397693
5334,0.9045254734693728,0.00045969250756294766,0.9055469025254478,-0.000561736548511993
6667,0.9048080871209353,0.0001770788560004899,0.9052308100817696,-0.00024564410483385313
8000,0.904698473777522,0.0002866921994137961,0.9051883803541348,-0.00020321437719905688
9334,0.9046497872652762,0.0003353787116595619,0.9072670782074085,-0.0022819122304726935
10667,0.9046516643299433,0.00033350164699252893,0.9068501527634188,-0.0018649867864830583
12000,0.9047999325665416,0.00018523341039422547,0.904882629612675,0.00010253636426083013
13334,0.904462596784118,0.00052256919281779,0.90622130474392,-0.0012361387669842516
14667,0.9048370232977082,0.00014814267922758084,0.9047886081851818,0.0001965577917539818
16000,0.9047703315056086,0.00021483447132719657,0.9048854640612415,9.970191569430575e-05
17334,0.9048219518714159,0.00016321410551989324,0.9052853410042007,-0.00030017502726487066
18667,0.9048211659861485,0.0001639999907873113,0.9048675860802664,0.00011757989666938418
20000,0.904646729133102,0.00033843684383383366,0.9053732504055206,-0.00038808442858484504
21334,0.9046500605548391,0.00033510542209669314,0.9059754799655415,-0.0009903139886057177
22667,0.9048357744535089,0.00014939152342685613,0.9049202399984699,6.492597846585735e-05
24000,0.9046556353525788,0.00032953062435703284,0.9057486207105869,-0.0007634547336511366
25100,0.9047771610599111,0.00020800491702466228,0.9054106280590418,-0.00042546208210603176
