step,hv,diffToOptimal,predHV,predDiff
14,0.0,0.9049851659769358,0.0,0.9049851659769358
27,0.7065799522260643,0.1984052137508715,0.14929913044027496,0.7556860355366608
67,0.670124354361883,0.2348608116150528,0.1816662705766874,0.7233188954002484
134,0.8682027075916877,0.036782458385248074,0.18680182674776222,0.7181833392291735
267,0.8701681093628153,0.03481705661412049,0.22531147154968068,0.6796736944272551
667,0.9037636249696409,0.0012215410072948796,0.7701178813836804,0.13486728459325537
1334,0.9045403224164201,0.000444843560515662,0.8489463434012187,0.05603882257571713
2667,0.9044176268212928,0.0005675391556430043,0.8893914381247191,0.015593727852216688
4000,0.9046083835542424,0.0003767824226933447,0.9002588067190089,0.00472635925792686
5334,0.9045439960197438,0.00044116995719201135,0.9047354005372491,0.00024976543968668885
6667,0.9046423639902357,0.0003428019867001142,0.9061869216846525,-0.0012017557077167451
8000,0.9046988840819099,0.0002862818950258861,0.9060635352862064,-0.0010783693092706326
9334,0.9046098520092694,0.0003753139676664352,0.9053669377341922,-0.00038177175725639945
10667,0.9046364912737209,0.0003486747032148685,0.9055927964866132,-0.0006076305096773815
12000,0.9045244122942279,0.00046075368270792616,0.9056725724532875,-0.0006874064763516818
13334,0.9047189278529014,0.0002662381240343681,0.9056030625119001,-0.0006178965349643573
14667,0.9045494071881651,0.0004357587887706682,0.9051695388253213,-0.0001843728483854612
16000,0.9045671549055516,0.00041801107138417226,0.9056062768851393,-0.0006211109082034927
17334,0.9046819365938383,0.0003032293830974586,0.9059812706479888,-0.0009961046710530441
18667,0.9046934346815625,0.00029173129537329867,0.9056735082362449,-0.0006883422593091382
20000,0.9045799805836823,0.00040518539325351544,0.9055074809124276,-0.0005223149354918188
21334,0.904662793658485,0.00032237231845078096,0.9054508157631167,-0.0004656497861809106
22667,0.9045944357215868,0.00039073025534897,0.9053885946660413,-0.00040342868910547836
24000,0.9046725596801877,0.00031260629674811913,0.9055815835361618,-0.0005964175592260146
25100,0.9045727099830081,0.00041245599392769616,0.9051433468152645,-0.00015818083832874752
