step,hv,diffToOptimal,predHV,predDiff
1333,0.9047214991391871,0.0002636668377486995,0.9126357630309139,-0.007650597053978081
2666,0.8970601383678622,0.007925027609073543,0.854506917846603,0.05047824813033275
3999,0.8898442843028381,0.015140881674097662,0.8522221440130905,0.0527630219638453
5332,0.8905029105662396,0.014482255410696143,0.8535461378191999,0.05143902815773593
6665,0.8982819220410042,0.00670324393593158,0.8506610774137996,0.0543240885631362
7998,0.8982706466260628,0.006714519350872972,0.8513051837639365,0.0536799822129993
9331,0.8980445300771999,0.006940635899735925,0.8519313176172018,0.053053848359734035
10664,0.8960650053975572,0.008920160579378611,0.8551897174900103,0.04979544848692552
11997,0.8964376325875044,0.008547533389431372,0.8561270126556078,0.048858153321328035
13330,0.8948988731252139,0.010086292851721912,0.854410104796413,0.050575061180522796
14663,0.8975013688458638,0.007483797131071945,0.8540517105507415,0.05093345542619432
15996,0.8977684141981708,0.007216751778765018,0.8537242309538228,0.05126093502311302
17329,0.898056704144097,0.006928461832838795,0.851479299401348,0.05350586657558776
18662,0.8982832276032557,0.00670193837368005,0.8515133646062861,0.05347180137064966
19995,0.8981967628204798,0.006788403156456013,0.8513120583008611,0.053673107676074694
21328,0.8998745060023399,0.005110659974595921,0.8516426426269715,0.053342523349964255
22661,0.8997534540687141,0.005231711908221692,0.8514988403881427,0.05348632558879307
23994,0.8982790248531538,0.0067061411237819835,0.851552168058711,0.053432997918224756
25327,0.8982730389724277,0.006712127004508073,0.852292744188382,0.05269242178855382
26660,0.8982408182114779,0.006744347765457848,0.8524979308532622,0.05248723512367359
