step,hv,diffToOptimal,predHV,predDiff
14,0.34768746321913535,0.5983598008071475,0.21991061241234844,0.7261366516139344
27,0.5813810017672725,0.36466626225901033,0.20098444325640918,0.7450628207698736
67,0.8341273857889743,0.11191987823730853,0.19245305302262875,0.7535942110036541
134,0.9444168862214232,0.0016303778048596396,0.6653711596090178,0.280676104417265
267,0.9450264740689834,0.0010207899572993728,0.7345347804236578,0.21151248360262498
667,0.9454789000437706,0.0005683639825122544,0.8413630973864195,0.10468416663986335
1334,0.9456259888015809,0.00042127522470192247,0.8943377954786376,0.05170946854764524
2667,0.9456063249515568,0.0004409390747259767,0.9300700337306294,0.015977230295653455
4000,0.9457403338421548,0.0003069301841279737,0.9409139231804015,0.005133340845881351
5334,0.9457668990365037,0.00028036498977912494,0.9438855169351581,0.0021617470911247105
6667,0.9456361337908687,0.0004111302354140589,0.9446103616872411,0.0014369023390417013
8000,0.9457896302851787,0.00025763374110410187,0.9450666847240087,0.0009805793022741316
9334,0.9456752262377246,0.00037203778855821046,0.9454360919149333,0.0006111721113495339
10667,0.9456894389635795,0.0003578250627033208,0.9452741506165172,0.0007731134097656023
12000,0.9458045681985017,0.0002426958277811364,0.9456810604993922,0.0003662035268906516
13334,0.945784816157707,0.00026244786857576585,0.9455619344759664,0.0004853295503164379
14667,0.9457756463794069,0.00027161764687588796,0.9455764246230525,0.0004708394032303387
16000,0.9457649614606642,0.00028230256561856404,0.9455187266927771,0.0005285373335056631
17334,0.9458274227301161,0.00021984129616670067,0.9456966824061823,0.00035058162010048743
18667,0.9456578751446616,0.000389388881621211,0.9455774599750558,0.0004698040512269852
20000,0.9457093420598467,0.0003379219664361166,0.9454893789999328,0.0005578850263500135
21334,0.9457623586341894,0.00028490539209335974,0.9454620035059453,0.0005852605203374717
22667,0.9457493636387383,0.0002979003875445141,0.9455553853057761,0.000491878720506711
24000,0.9456610919584749,0.0003861720678078884,0.9455192991010698,0.0005279649252130092
25100,0.9457907903787477,0.0002564736475351159,0.9455811508799399,0.000466113146342928
