step,igd
14,0.011436712908302187
27,0.2902360417950707
67,0.005325466019888042
134,0.0010236329179188518
267,0.007557431746567384
667,0.004353280092462837
1334,0.0008706428003593911
2667,0.00112132283138677
4000,0.0010481432460407788
5334,0.0010827193434962451
6667,0.001354970360406647
8000,0.0008285933047225211
9334,0.0008525079708090463
10667,0.0008808538255950348
12000,0.0011180718278081963
13334,0.001089613633693464
14667,0.0009093566020911925
16000,0.0010383574058292593
17334,0.0009455078049183484
18667,0.0010203458909137464
20000,0.0011242783299663848
21334,0.0008647138963588133
22667,0.0008434332375660699
24000,0.0007837889281136687
25100,0.0008721124309445872
