step,igd
14,1.7782106717581296
27,1.422813408950808
67,0.6350777947530721
134,0.005778372000667059
267,0.0035518247115133928
667,0.0018073661658407317
1334,0.0014860616892194611
2667,0.0015884502224205194
4000,0.0011245306859228857
5334,0.0012967066616367375
6667,0.0015504746353439955
8000,0.0009904945480410374
9334,0.0014098912991610535
10667,0.0013105867452159457
12000,0.000943864016642874
13334,0.0011243817611223334
14667,0.0010351576056055272
16000,0.001188846891128878
17334,0.000783664074010921
18667,0.00160596747657378
20000,0.0012751236335420502
21334,0.0011164242977309996
22667,0.0012733480055473418
24000,0.0013291671792382404
25100,0.0009290215897311438
