step,hv,diffToOptimal,predHV,predDiff
14,0.9428253558004731,0.0032219082258097,0.8733350424967075,0.07271222152957535
27,0.9009390966085673,0.045108167417715506,0.8541475930698094,0.09189967095647344
67,0.945465954642253,0.0005813093840297823,0.9527136587103034,-0.006666394684020638
134,0.9457955044043996,0.00025175962188317413,0.9164846257329531,0.029562638293329724
267,0.9452997413476035,0.0007475226786792799,0.9455474183880366,0.0004998456382462324
667,0.9455296178986684,0.0005176461276144018,0.9504447958001517,-0.0043975317738689235
1334,0.9458127617505278,0.00023450227575505522,0.9557786705400542,-0.009731406513771357
2667,0.9457572731607076,0.00028999086557524034,0.9498841952757694,-0.003836931249486586
4000,0.945777124149233,0.00027013987704982423,0.9471420090147228,-0.0010947449884399774
5334,0.9457950497509804,0.00025221427530242035,0.9466007174642217,-0.0005534534379388889
6667,0.9457157135763457,0.0003315504499371569,0.9461204286327963,-7.316460651352052e-05
8000,0.9458351849775957,0.00021207904868714156,0.9461992878922681,-0.00015202386598534012
9334,0.9458677589840614,0.00017950504222141728,0.9459695521162171,7.77119100656698e-05
10667,0.9458113328908959,0.00023593113538689092,0.9459238169957793,0.00012344703050348738
12000,0.9457984668444145,0.000248797181868321,0.9459729846864446,7.427933983816803e-05
13334,0.9457797935665185,0.0002674704597642741,0.9462711005151578,-0.00022383648887502883
14667,0.9457990363830242,0.0002482276432586028,0.9454123589617273,0.0006349050645555465
16000,0.945791215053763,0.00025604897251985115,0.9458690516343512,0.0001782123919316092
17334,0.9457938075762665,0.00025345645001628725,0.9454569152919811,0.0005903487343017488
18667,0.9457732354197586,0.000274028606524257,0.9458238128597091,0.00022345116657374042
20000,0.9457557580970702,0.00029150592921256546,0.9458679854603691,0.00017927856591370972
21334,0.94581820424649,0.00022905977979281733,0.9456794478799472,0.0003678161463356311
22667,0.9458143113537351,0.0002329526725477482,0.9458566329754922,0.00019063105079064613
24000,0.9458140326918304,0.00023323133445241062,0.9457566402463722,0.00029062377991062593
25100,0.9458054682763067,0.00024179574997607034,0.9461500747540854,-0.0001028107278026047
