step,hv,diffToOptimal,predHV,predDiff
1333,0.9441867751498235,0.0018604888764592875,0.955987936949328,-0.009940672923045235
2666,0.9429878395096997,0.0030594245165831424,0.9418012500861579,0.004246013940124915
3999,0.9430094183636342,0.0030378456626486416,0.9416630696750024,0.004384194351280457
5332,0.9439572277220106,0.0020900363042721803,0.9415719154989466,0.00447534852733622
6665,0.9425230892033798,0.0035241748229030145,0.940419170021234,0.005628094005048823
7998,0.9437580230896648,0.0022892409366179756,0.9405245156106445,0.005522748415638268
9331,0.943552347180656,0.00249491684562686,0.9401814402200304,0.005865823806252446
10664,0.9429106847916946,0.0031365792345882104,0.9399100411332648,0.006137222893017991
11997,0.9431489437830233,0.0028983202432595334,0.940212396038303,0.00583486798797983
13330,0.9445971615999463,0.0014501024263364748,0.94118920442489,0.00485805960139285
14663,0.9434428710379784,0.0026043929883043937,0.9403305731162068,0.005716690910075983
15996,0.9427482108860917,0.003299053140191077,0.9398229815974483,0.006224282428834549
17329,0.9428542405959948,0.0031930234302880445,0.9402006405164391,0.0058466235098436625
18662,0.9428112204796502,0.00323604354663265,0.9398650212632751,0.006182242763007717
19995,0.9455937640026696,0.00045350002361321806,0.9424831089327868,0.0035641550934960575
21328,0.9437816195914863,0.0022656444347964877,0.940409561090374,0.005637702935908817
22661,0.9457645939872761,0.00028267003900672716,0.9426433888182914,0.003403875207991458
23994,0.9431546299130836,0.0028926341131991773,0.9403931241977261,0.00565413982855667
25327,0.9431412889452753,0.002905975081007539,0.9404077651782184,0.0056394988480643615
26660,0.9435355095643846,0.002511754461898219,0.9402340345726006,0.005813229453682234
