caseID,note,xC1,yC1,xC2,yC2,xD1,yD1,xD2,yD2,xD3,yD3,xD4,yD4,LConv,LDiff,energyEfficiency,totalLength
2280172,4,0.05124080654457336,1.0640999125946802,0.6790543612608932,0.431547077424835,0.029833446269681638,0.1277304873471558,0.4544578724146743,0.46198265619299705,0.5955483487223552,0.26522621847677263,0.91426563249796,0.12296004641664326,0.0164667943588228,0.09846711745769715,1000.0,1000.0
2280207,4,0.1154646066801373,1.0634315097279143,0.6787286526923049,0.4646718122648382,0.07314909843071067,0.0019255525110989657,0.4394352072841101,0.262100022235553,0.6042136837402257,0.2888271161932246,0.9070946587522254,0.13106747139492936,0.021124972801821726,0.09846711745769715,1000.0,1000.0
2280208,4,0.45515740976889285,1.0634315097279143,0.6787286526923049,0.4646718122648382,0.06926011479282496,0.0019255525110989657,0.4394352072841101,0.26215514079711644,0.6042136837402257,0.2888271161932246,0.9059130573474717,0.13106747139492936,0.021070725887078548,0.09846711745769715,1000.0,1000.0
2280171,4,0.05124080654457336,1.0638765980967217,0.6790543612608932,0.431547077424835,0.029833446269681638,0.1277304873471558,0.4544578724146743,0.46198265619299705,0.5955483487223552,0.26522621847677263,0.9216510794913281,0.12296004641664326,0.0164667943588228,0.09846711745769715,1000.0,1000.0
2280207,4,0.1154646066801373,1.0634315097279143,0.6787286526923049,0.4646718122648382,0.07098588447633794,0.0019255525110989657,0.4394352072841101,0.262100022235553,0.6042136837402257,0.2888271161932246,0.920785816570773,0.13106747139492936,0.021124972801821726,0.09846711745769715,1000.0,1000.0
2280171,4,0.05124080654457336,1.0638765980967217,0.6790543612608932,0.431547077424835,0.029833446269681638,0.1277304873471558,0.4544578724146743,0.46198265619299705,0.5955483487223552,0.26522621847677263,0.9216510794913281,0.12296004641664326,0.0164667943588228,0.09846711745769715,1000.0,1000.0
2280209,0,0.1191020135630218,1.1312965834193296,0.7597921891096996,0.7033483360049724,0.16017214231051907,0.018619135212685246,0.3793601261266844,1.1412631595235532,0.719419784802477,0.8555355168059701,0.7675056153932583,0.1378822581748978,0.016397267628929357,0.10291225470816733,-0.07766434062333333,0.11930952233709669
2280175,0,0.48729662469461765,0.15351366987109016,0.9377425886964748,0.19988170575075276,0.07752124295524321,1.2379867555992192,0.5039417733779615,0.4679061872231852,0.7205978153751211,0.23793905374189034,0.9456458477188765,0.4037806028528381,0.014710179383438111,0.09848108953724215,-0.07999562942333333,0.11319126892068027
2280210,0,0.001985674544562355,1.0509672853530443,0.707139976673563,0.6223967623825918,0.027428609889661622,0.12700021973604997,0.35287030400528546,0.4832215090375347,0.6177998459714424,1.1612843167980884,0.856825809073088,0.1306352949085698,0.012126793447733509,0.10096344485419356,-0.07937421958,0.11309023830192706
2280210,4,0.19951407409907368,1.1375202496280317,0.7142406844874898,0.6921127674384905,0.002011038760952443,0.08817522877492856,0.2677621510426012,0.32154498103899537,0.6110642181542559,0.5559646923414576,0.7153025206332608,1.8409348934171632,0.016327081549194593,0.0924899032856794,1000.0,1000.0
2280211,0,0.3896995788491415,1.0508787623785834,0.703489604946598,0.6255743562458044,0.025207790039156252,0.1285242754757104,0.45505127829584585,0.4832215090375347,0.7586338249331863,1.3243171025652882,0.8323150248592919,0.13106747139492936,0.016309635480979405,0.09070566375795569,-0.08189785588000001,0.1070152992389351
2280238,0,0.11094348291159933,1.0639372930331985,0.7676626715002158,0.0683574573910608,0.004075615347926805,0.09154986253274122,0.28215162790794635,0.34218206337936474,0.6114730863011411,0.28735943778177264,0.8043486078965758,0.3544574613511171,0.016307954630159882,0.10814342751909878,-0.09870910101666668,0.12445138214925866
2280212,0,0.39213093716737424,1.0634315097279143,0.7010822148175613,0.5731922838461667,0.029332202111074124,0.30868181029396846,0.3622458041058961,0.48599273459677034,0.6394420302769519,0.9280995699043009,0.8733931666838578,1.0285509772244095,0.018652075098669587,0.08590789589606344,-0.07754648835666667,0.10455997099473303
2280208,0,0.1191020135630218,1.1312965834193296,0.7597921891096996,0.7033483360049724,0.1747653421829556,0.018619135212685246,0.4524651776838837,1.1291651554826525,0.7193407626204289,0.8555355168059701,0.7675056153932583,0.1378822581748978,0.016397267628929357,0.10291225470816733,-0.07743999511333333,0.11930952233709669
2280242,0,0.1191020135630218,1.1312965834193296,0.6656812391428172,0.7033483360049724,0.3817778492063907,0.018619135212685246,0.4524651776838837,0.5248754888920621,0.626169834214697,0.8801286677448981,0.7675056153932583,1.580230689196887,0.016397267628929357,0.10386367058557222,-0.07754508090333333,0.12026093821450158
2280176,0,0.011195487465475398,1.063970712321318,0.7828272479952947,0.6245463552127234,0.18519972114998676,1.1703991617535021,0.43225734049724635,1.0948983578650529,0.7045735892768721,0.8612064621368365,0.7519647990435593,1.3574951332224807,0.016307954630159882,0.09358704103511459,-0.07999274704666667,0.10989499566527446
2280205,0,0.11094348291159933,0.7535752758434673,0.8229929221382905,0.6165140767337444,0.004075615347926805,0.08817522877492856,0.28215162790794635,0.32429136041106954,0.6114730863011411,0.28735943778177264,0.8168574783209669,0.3544574613511171,0.016307954630159882,0.10814342751909878,-0.09557972578333333,0.12445138214925866
2280170,0,0.53351081532826,1.2308093412200112,0.6656812391428172,0.7033483360049724,0.3817778492063907,0.018619135212685246,0.45615104947627616,0.5248754888920621,0.626169834214697,1.277396940709414,0.7644894763339052,1.564416932260327,0.016397267628929357,0.10386367058557222,-0.07603203019666667,0.12026093821450158
2280239,0,0.1191020135630218,1.1312965834193296,0.7597921891096996,0.7033483360049724,0.1747653421829556,0.01587604384413066,0.451158430719254,0.3430457154770781,0.7193407626204289,0.8555355168059701,0.7676003106999761,0.1378822581748978,0.016307954630159882,0.10636815282314455,-0.08653999506666667,0.12267610745330443
2280169,0,0.10115990335698469,1.014135019469788,0.69655261288175,0.5536163506717149,0.02699252684222215,0.30868181029396846,0.4544578724146743,0.06337992358775846,0.5250373358698914,0.9280995699043009,0.81658126158247,0.16278446986220393,0.010958812897761024,0.11665919687965323,-0.08611380691666666,0.12761800977741425
2280174,0,0.00019539902339174055,0.9928965306602711,0.31131928718589863,0.5642073259575507,0.07920870602022446,0.3469226331268855,0.4544578724146743,0.47474762473668064,0.5232287668695718,0.26522621847677263,0.8318586712296577,0.13106747139492936,0.0143669429384885,0.09891768264789849,-0.08205827710333334,0.11328462558638701
2280240,0,0.1191020135630218,1.1828296330963997,0.7597921891096996,0.7033483360049724,0.17339803686843203,0.01604710088673497,0.451158430719254,1.1291651554826525,0.7193407626204289,0.8555355168059701,0.7692470088682728,0.1378822581748978,0.016307954630159882,0.10636815282314455,-0.08233089739,0.12267610745330443
2280167,0,0.40381491194582453,0.12388914996161655,0.6318380916377629,0.02147938446472142,0.07383012322895341,1.3018025378102256,0.2779747075030353,0.3788050784964818,0.6103957989756442,0.0666806326871211,0.7224081148293807,0.22689832092350254,0.015006654840625903,0.11992851924680517,-0.08959954551,0.13493517408743108
2280174,4,0.0006403334966039904,0.9928965306602711,0.31131928718589863,0.6942070182879019,0.07920870602022446,0.3469226331268855,0.4544578724146743,1.9006007814428418,0.5251026775867498,0.8540919100388513,0.8318586712296577,0.11998142913810675,0.0143669429384885,0.09891768264789849,1000.0,1000.0
2280243,0,0.12361358917751863,1.0453351368077692,0.7597002358367468,0.028734050924216603,0.06671871316120843,0.014732095661822712,0.26908446275277464,1.1226022323508549,0.6168838990693024,0.8560482845837422,0.8434543158637707,0.1805789249533351,0.01202225639694715,0.10636815282314455,-0.08504157625999999,0.1183904092200917
2280174,4,0.4255453057874053,1.120956595982604,0.6965459517269549,0.7033483360049724,0.1602815533660217,1.6798478190354391,0.3495140460930711,1.1081020095470957,0.7137217121329833,0.8555355168059701,0.7673624379840321,0.13984399362906186,0.017003329173736963,0.07796460248904753,1000.0,1000.0
2280241,0,0.1191020135630218,1.1312965834193296,0.7597921891096996,0.7033483360049724,0.1747653421829556,0.01587604384413066,0.451158430719254,1.1291651554826525,0.7193407626204289,0.8555355168059701,0.7675056153932583,0.1378822581748978,0.016307954630159882,0.10636815282314455,-0.08062138987666667,0.12267610745330443
2280168,0,0.40381491194582453,0.12388914996161655,0.6318380916377629,0.02147938446472142,0.07192345521386011,1.3018025378102256,0.2779747075030353,0.3784065629271358,0.6103957989756442,0.0666806326871211,0.7224081148293807,0.2281648401950739,0.015006654840625903,0.11992851924680517,-0.08952043271,0.13493517408743108
2280174,4,0.15790503352142396,1.120956595982604,0.6965459517269549,0.6984853288090549,0.17872615833758623,1.6798478190354391,0.3495140460930711,1.1336809113512638,0.7138030238680224,0.8555355168059701,0.7673624379840321,0.057164696056146935,0.017003329173736963,0.07796460248904753,1000.0,1000.0
2280174,4,0.15790503352142396,1.120956595982604,0.6965459517269549,0.6984853288090549,0.17797750326937925,1.6798478190354391,0.3495140460930711,1.1081020095470957,0.7138179246765585,0.8555355168059701,0.7673624379840321,0.057164696056146935,0.017003329173736963,0.07796460248904753,1000.0,1000.0
