step,hv,diffToOptimal,predHV,predDiff
1333,0.9409941964598927,0.0018861118202857519,0.7147703095624361,0.2281099987177423
2666,0.9391681521082462,0.0037121561719322127,0.7705330505762045,0.17234725770397397
3999,0.9413360667050324,0.0015442415751459881,0.7396068826390688,0.20327342564110962
5332,0.9398148291077482,0.0030654791724302743,0.7998639046054337,0.14301640367474477
6665,0.9410059162932314,0.0018743919869470549,0.7658131052307662,0.17706720304941226
7998,0.6544258072139226,0.2884545010662558,0.8049054013053027,0.1379749069748757
9331,0.026990142045271823,0.9158901662349066,0.9585522670444246,-0.015671958764246208
10664,0.0,0.9428803082801784,0.9998469974479535,-0.05696668916777503
11997,0.3579849382649004,0.584895370015278,0.9485436495935209,-0.0056633413133424515
13330,0.0,0.9428803082801784,0.9994100157412356,-0.05652970746105712
14663,0.939716957784922,0.0031633504952564007,0.704238592180673,0.23864171609950546
15996,0.891041064337728,0.05183924394245043,0.8253557763883629,0.11752453189181555
17329,0.0,0.9428803082801784,0.5781324565654953,0.36474785171468316
18662,0.0,0.9428803082801784,0.9242830171810511,0.018597291099127333
19995,0.0,0.9428803082801784,0.8689446346509422,0.07393567362923625
21328,0.49986640732507576,0.4430139009551027,0.8441951682501021,0.09868514003007633
22661,0.1871724326256721,0.7557078756545064,0.9999089500598385,-0.05702864177966005
23994,0.0,0.9428803082801784,0.9999894970447205,-0.057109188764542074
25327,0.013984177250136584,0.9288961310300419,0.843311945532168,0.0995683627480104
26660,0.9346826115040753,0.008197696776103158,0.7854664745381371,0.15741383374204132
