step,hv,diffToOptimal,predHV,predDiff
14,0.9409885439261352,0.0018917643540432572,0.49087545732855214,0.4520048509516263
27,0.5954472793130744,0.34743302896710404,0.4261639537515986,0.5167163545285798
67,0.9322982204155473,0.010582087864631107,0.444711043244503,0.49816926503567543
134,0.939331580654862,0.003548727625316439,0.6044305554476861,0.33844975283249235
267,0.36808726228184374,0.5747930459983347,0.5946379951323035,0.3482423131478749
667,0.9423858746827644,0.000494433597414079,0.7787630165675911,0.16411729171258738
1334,0.9422282772330951,0.0006520310470833346,0.8897532141261731,0.053127094154005294
2667,0.9425849111777098,0.0002953971024686197,0.9246465400951167,0.018233768185061727
4000,0.9425671268801687,0.00031318140000968775,0.9221628330244287,0.02071747525574974
5334,0.9424753949460521,0.00040491333412628894,0.9314827576808762,0.011397550599302253
6667,0.9426651114100957,0.00021519687008275667,0.9344898994434077,0.00839040883677078
8000,0.9424306722239846,0.0004496360561938584,0.934774563074129,0.008105745206049453
9334,0.9426719965066411,0.00020831177353730634,0.9360134207514049,0.006866887528773513
10667,0.9427173473149592,0.00016296096521928316,0.938831133828865,0.004049174451313475
12000,0.9423390188154106,0.0005412894647678357,0.9385565678431008,0.004323740437077617
13334,0.9426750373260115,0.00020527095416689178,0.9394773865874607,0.0034029216927177197
14667,0.9419807288692125,0.0008995794109659672,0.941317592790205,0.001562715489973443
16000,0.9421827793660397,0.0006975289141387675,0.9418620171763794,0.0010182911037990294
17334,0.9427631455220605,0.00011716275811790577,0.9407930283864273,0.002087279893751126
18667,0.9425854710597424,0.00029483722043599503,0.9413039656264578,0.0015763426537206415
20000,0.9375514444044738,0.005328863875704637,0.9476731037117705,-0.004792795431592056
21334,0.9427159538652643,0.00016435441491413627,0.9413107663949406,0.0015695418852378351
22667,0.9417004561084854,0.00117985217169303,0.9416937196610801,0.001186588619098372
24000,0.9426891804035903,0.00019112787658814856,0.9414534893751562,0.0014268189050222757
25334,0.942624881789242,0.0002554264909364612,0.9412289338404083,0.001651374439770148
26667,0.9427306838449997,0.00014962443517874124,0.9417279423487959,0.0011523659313825707
26700,0.9426576122222562,0.00022269605792224478,0.9422786566136154,0.0006016516665630078
